PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON_EXP,DRAFT_NUMBER,PRA,TOT_GAMES,GP_pct,Opp_met,DRAFT_BUCKET
1642920,Kobe Sanders,Kobe,1610612746,LAC,23.0,13,3,10,0.231,19.2,2.1,5.5,0.375,0.9,3.0,0.308,1.3,1.4,0.944,0.5,1.2,1.6,1.3,1.2,0.5,0.2,0.3,2.2,1.1,6.4,-0.5,11.1,0,0,11.6,293,347,118,401,250,298,259,390,240,207,305,197,241,43,322,372,375,279,179,292,321,263,148,265,275,257,321,145,17,312,1,0,50,9.3,21,0.6190476190476191,11.291428571428572,15
1642886,Koby Brea,Koby,1610612756,PHX,23.0,2,1,1,0.5,3.9,0.5,1.5,0.333,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,-5.0,4.1,0,0,3.5,462,433,430,248,464,450,448,439,416,363,416,242,291,1,452,443,461,318,455,443,406,418,481,369,424,439,447,145,17,455,1,0,41,3.5,22,0.0909090909090909,0.1772727272727272,15
1642851,Kon Knueppel,Kon,1610612766,CHA,20.0,21,6,15,0.286,33.5,6.4,13.7,0.465,3.5,8.4,0.415,2.1,2.3,0.898,1.0,4.8,5.7,3.0,2.3,0.8,0.2,0.5,2.3,2.0,18.3,-2.0,30.2,2,0,32.4,32,243,31,366,37,69,69,234,9,14,95,119,142,69,169,61,83,116,56,194,292,165,122,153,61,322,95,66,17,67,1,0,4,27.0,21,1.0,26.8,4
1642950,Lachlan Olbrich,Lachlan,1610612741,CHI,21.0,2,0,2,0.0,11.5,0.5,2.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.5,3.0,3.5,1.0,1.0,0.0,0.0,0.5,3.0,1.5,1.0,-1.0,5.7,0,0,5.5,462,468,401,468,359,450,416,465,416,413,416,444,447,444,286,166,198,318,222,443,406,144,41,206,469,278,415,145,17,410,1,0,55,5.5,20,0.1,1.035,15
1642862,Liam McNeeley,Liam,1610612766,CHA,20.0,15,5,10,0.333,13.0,1.2,3.3,0.36,0.8,2.1,0.375,1.1,1.3,0.842,0.4,1.7,2.1,0.9,0.5,0.2,0.1,0.2,1.5,1.0,4.3,-1.5,8.3,0,0,8.5,255,275,118,337,332,379,345,417,260,264,160,235,263,128,339,297,317,345,339,403,385,327,300,277,340,300,369,145,17,361,1,0,29,7.300000000000001,21,0.7142857142857143,7.892857142857143,15
1641813,Mark Sears,Mark,1610612749,MIL,23.0,7,1,6,0.143,3.7,0.9,1.9,0.462,0.6,1.1,0.5,0.9,1.1,0.75,0.1,0.1,0.3,0.3,0.6,0.0,0.0,0.0,0.6,0.9,3.1,1.7,3.3,0,0,4.3,390,433,244,438,469,418,433,244,294,358,26,271,275,258,431,471,473,432,332,443,406,418,435,310,377,151,460,145,17,439,1,0,61,3.7,22,0.3181818181818182,1.3774090909090908,15
1642875,Maxime Raynaud,Maxime,1610612758,SAC,22.0,13,4,9,0.308,14.5,2.4,5.0,0.477,0.2,0.7,0.222,1.2,1.5,0.8,0.9,2.6,3.5,0.7,0.6,0.3,0.4,0.5,2.1,1.5,6.2,-2.8,12.9,0,0,11.9,293,305,132,358,313,267,280,206,392,399,379,210,220,178,180,201,196,367,326,378,173,180,180,202,284,365,299,145,17,307,1,0,42,10.4,21,0.6190476190476191,6.462857142857143,15
1642877,Micah Peavy,Micah,1610612740,NOP,24.0,18,2,16,0.111,16.6,2.2,5.3,0.421,0.3,1.7,0.194,0.6,0.8,0.714,1.2,1.3,2.5,1.1,0.4,0.6,0.1,0.3,1.8,0.5,5.3,-2.5,11.8,0,0,10.7,166,391,13,457,285,287,267,331,345,301,393,323,325,307,131,356,287,308,381,269,354,276,235,369,315,347,313,145,17,321,1,0,40,8.9,22,0.8181818181818182,10.186363636363636,15
1642939,Miles Kelly,Miles,1610612742,DAL,22.0,2,1,1,0.5,5.6,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,2.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,-1.5,2.9,0,0,3.0,462,433,430,248,443,450,464,140,416,413,416,444,447,444,286,326,321,461,342,443,406,418,368,458,469,301,467,145,17,461,1,0,61,3.0,22,0.0909090909090909,0.4327272727272727,15
1642885,Mohamed Diawara,Mohamed,1610612752,NYK,20.0,13,8,5,0.615,3.0,0.3,0.8,0.4,0.2,0.5,0.333,0.0,0.2,0.0,0.2,0.5,0.7,0.4,0.4,0.2,0.1,0.0,0.6,0.1,0.8,-0.4,2.5,0,0,2.5,293,193,290,177,479,472,472,362,392,422,242,444,439,444,408,453,450,418,383,419,381,418,433,456,473,252,473,145,17,471,1,0,51,1.9,20,0.65,1.872,15
1630619,Moussa Cisse,Moussa,1610612742,DAL,23.0,16,4,12,0.25,10.7,1.3,2.1,0.636,0.0,0.0,0.0,0.7,1.7,0.407,1.4,2.1,3.5,0.2,0.8,0.3,1.1,0.1,1.8,1.4,3.3,-1.3,11.1,0,0,9.8,224,305,84,383,376,361,415,42,416,450,416,302,199,432,103,256,198,449,274,391,35,407,240,223,374,292,323,145,17,337,1,0,61,7.0,22,0.7272727272727273,6.770181818181817,15
1642066,Myron Gardner,Myron,1610612748,MIA,24.0,4,4,0,1.0,2.4,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.5,-1.3,2.5,0,0,2.8,434,305,469,1,486,450,478,1,308,413,1,444,447,444,452,443,461,438,455,443,406,418,368,458,453,292,474,145,17,468,1,0,61,2.3,21,0.1904761904761904,0.3977142857142856,15
1642363,Nique Clifford,Nique,1610612758,SAC,23.0,17,4,13,0.235,15.8,1.3,3.5,0.367,0.5,1.6,0.321,0.7,1.1,0.667,0.6,1.9,2.6,1.6,0.6,0.4,0.2,0.2,2.1,0.8,3.8,-1.1,10.5,0,0,9.8,196,305,55,398,299,363,333,409,305,306,276,297,288,342,256,273,283,240,316,358,260,311,168,327,356,285,331,145,17,336,1,0,24,8.0,21,0.8095238095238095,11.38352380952381,15
